customerID,tenure,Contract,InternetService,PaymentMethod,TechSupport,OnlineSecurity,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Churn_Risk_Score,Risk_Tier,Predicted_LTV,Expected_Monthly_Loss,Expected_LTV_Loss,Value_Segment,Action_Quadrant,Recommended_Action
3729-OWRVL,65,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,110.35,7246.15,No,0.1254,12.5,Low Risk,7183.94,13.84,900.87,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2324-AALNO,48,One year,No,Bank transfer (automatic),No internet service,No internet service,No,24.55,1203.95,No,0.0159,1.6,Low Risk,1207.22,0.39,19.19,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0822-GAVAP,2,Month-to-month,DSL,Electronic check,No,No,Yes,34.7,62.25,Yes,0.7701,77.0,Critical Risk,67.6,26.72,52.06,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
5760-IFJOZ,3,Month-to-month,Fiber optic,Mailed check,No,No,No,107.95,313.6,No,0.5605,56.0,High Risk,323.29,60.51,181.2,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2826-UWHIS,45,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,81.4,3775.85,No,0.14,14.0,Low Risk,3703.45,11.4,518.48,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1448-PWKYE,1,Month-to-month,Fiber optic,Electronic check,No,No,No,80.0,80.0,Yes,0.6915,69.2,High Risk,80.04,55.32,55.35,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
7501-IWUNG,61,Two year,DSL,Bank transfer (automatic),Yes,No,Yes,73.8,4616.05,No,0.0151,1.5,Low Risk,4635.26,1.11,69.99,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4957-TREIR,3,Month-to-month,DSL,Credit card (automatic),Yes,Yes,Yes,64.4,195.65,No,0.2152,21.5,Low Risk,192.1,13.86,41.34,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7251-LJBQN,40,One year,Fiber optic,Credit card (automatic),Yes,No,Yes,103.75,4188.4,No,0.2874,28.7,Medium Risk,4119.84,29.82,1184.04,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8040-MNRTF,1,Month-to-month,Fiber optic,Mailed check,No,No,No,71.1,71.1,No,0.4561,45.6,High Risk,71.08,32.43,32.42,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
1536-HBSWP,1,Month-to-month,DSL,Electronic check,Yes,No,Yes,49.9,49.9,No,0.3086,30.9,Medium Risk,49.91,15.4,15.4,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5313-FPXWG,51,One year,No,Bank transfer (automatic),No internet service,No internet service,Yes,24.6,1266.4,No,0.0368,3.7,Low Risk,1266.76,0.91,46.62,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0067-DKWBL,2,Month-to-month,DSL,Electronic check,No,Yes,Yes,49.25,91.1,Yes,0.6781,67.8,High Risk,97.51,33.4,66.12,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
0946-FKYTX,52,One year,DSL,Mailed check,No,No,No,30.1,1623.4,No,0.0587,5.9,Low Risk,1595.31,1.77,93.64,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5076-YVXCM,51,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,83.4,4149.45,No,0.2311,23.1,Low Risk,4227.35,19.27,976.94,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8262-COGGB,1,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,20.45,20.45,No,0.1373,13.7,Low Risk,20.45,2.81,2.81,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6663-JOCQO,31,One year,DSL,Bank transfer (automatic),Yes,Yes,Yes,75.25,2344.5,No,0.0665,6.7,Low Risk,2334.82,5.0,155.27,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9620-QJREV,47,One year,No,Credit card (automatic),No internet service,No internet service,No,20.55,1013.05,No,0.01,1.0,Low Risk,986.95,0.21,9.87,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2276-YDAVZ,3,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,75.1,270.7,Yes,0.7944,79.4,Critical Risk,242.94,59.66,192.99,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2682-KEVRP,22,One year,No,Mailed check,No internet service,No internet service,Yes,20.05,417.0,No,0.0434,4.3,Low Risk,434.88,0.87,18.87,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2480-JZOSN,1,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,20.65,20.65,No,0.1499,15.0,Low Risk,20.65,3.1,3.1,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0078-XZMHT,72,Two year,DSL,Bank transfer (automatic),Yes,No,Yes,85.15,6316.2,No,0.0209,2.1,Low Risk,6243.76,1.78,130.49,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
5896-NPFWW,3,Month-to-month,DSL,Electronic check,No,No,Yes,50.15,168.15,Yes,0.698,69.8,High Risk,154.68,35.0,107.97,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
9978-HYCIN,47,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,84.95,4018.05,No,0.0886,8.9,Low Risk,4020.06,7.53,356.18,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8338-QIUNR,72,Two year,DSL,Credit card (automatic),Yes,Yes,Yes,66.5,4811.6,No,0.0079,0.8,Low Risk,4795.98,0.53,37.89,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1525-LNLOJ,66,Two year,DSL,Bank transfer (automatic),No,No,Yes,63.3,4189.7,No,0.0267,2.7,Low Risk,4174.81,1.69,111.47,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9450-TRJUU,35,Month-to-month,Fiber optic,Electronic check,No,No,No,83.15,2848.45,No,0.4288,42.9,Medium Risk,2900.46,35.65,1243.72,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1766-GKNMI,29,Month-to-month,Fiber optic,Electronic check,No,No,Yes,84.9,2516.2,No,0.3879,38.8,Medium Risk,2496.33,32.93,968.33,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6942-LBFDP,2,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,20.55,33.6,No,0.1405,14.0,Low Risk,40.86,2.89,5.74,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1456-TWCGB,4,Month-to-month,DSL,Mailed check,No,No,No,49.25,208.45,No,0.2114,21.1,Low Risk,197.1,10.41,41.67,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7133-VBDCG,25,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,Yes,79.85,2015.35,Yes,0.4425,44.3,Medium Risk,2020.47,35.33,894.06,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7596-ZYWBB,65,Two year,DSL,Mailed check,Yes,Yes,Yes,59.6,3739.8,No,0.0082,0.8,Low Risk,3725.98,0.49,30.55,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8329-UTMVM,27,One year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,104.65,2964.0,No,0.259,25.9,Medium Risk,2874.42,27.1,744.47,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3014-WJKSM,29,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,75.3,2263.4,No,0.2354,23.5,Low Risk,2219.85,17.73,522.55,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3347-YJZZE,29,Month-to-month,DSL,Credit card (automatic),No,No,No,80.1,2211.8,No,0.1792,17.9,Low Risk,2267.47,14.35,406.33,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1029-QFBEN,1,Month-to-month,No,Mailed check,No internet service,No internet service,No,19.55,19.55,Yes,0.2838,28.4,Medium Risk,19.55,5.55,5.55,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7929-DMBCV,20,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,81.0,1683.7,No,0.1894,18.9,Low Risk,1676.7,15.34,317.57,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9661-JALZV,58,Two year,No,Credit card (automatic),No internet service,No internet service,Yes,24.7,1519.0,No,0.0123,1.2,Low Risk,1548.82,0.3,19.05,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5433-KYGHE,14,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,86.0,1164.05,No,0.2338,23.4,Low Risk,1186.34,20.11,277.37,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4312-KFRXN,72,Two year,No,Mailed check,No internet service,No internet service,No,25.4,1710.9,No,0.0057,0.6,Low Risk,1810.26,0.14,10.32,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5575-TPIZQ,46,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,89.15,4245.55,No,0.2372,23.7,Low Risk,4125.92,21.15,978.67,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0114-IGABW,71,Two year,DSL,Bank transfer (automatic),Yes,No,No,58.25,4145.9,No,0.0139,1.4,Low Risk,4133.87,0.81,57.46,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9944-AEXBM,32,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,85.65,2664.3,No,0.4483,44.8,Medium Risk,2720.96,38.4,1219.81,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1853-ARAAQ,26,Month-to-month,DSL,Credit card (automatic),No,No,Yes,50.35,1277.5,No,0.2804,28.0,Medium Risk,1295.16,14.12,363.16,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6952-OMNWB,68,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,80.35,5589.3,No,0.1771,17.7,Low Risk,5535.14,14.23,980.27,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4697-LUPSU,2,One year,No,Mailed check,No internet service,No internet service,No,20.2,34.75,No,0.0592,5.9,Low Risk,40.46,1.2,2.4,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8434-VGEQQ,61,Two year,No,Credit card (automatic),No internet service,No internet service,No,20.55,1305.95,No,0.0032,0.3,Low Risk,1259.61,0.07,4.03,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4952-YSOGZ,4,Month-to-month,Fiber optic,Electronic check,No,No,Yes,85.95,381.3,Yes,0.8405,84.0,Critical Risk,358.17,72.24,301.04,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
1589-AGTLK,3,Month-to-month,DSL,Electronic check,No,No,Yes,45.35,141.5,Yes,0.6761,67.6,High Risk,137.9,30.66,93.23,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
5244-IRFIH,33,Month-to-month,Fiber optic,Electronic check,No,No,Yes,94.5,3105.55,Yes,0.7724,77.2,Critical Risk,3110.57,72.99,2402.6,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
6549-YMFAW,9,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,21.25,204.55,No,0.1534,15.3,Low Risk,197.9,3.26,30.36,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4950-HKQTE,22,Two year,No,Mailed check,No internet service,No internet service,No,26.25,605.9,No,0.0166,1.7,Low Risk,580.62,0.44,9.64,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6786-OBWQR,5,Month-to-month,Fiber optic,Electronic check,No,No,Yes,80.85,356.1,No,0.4921,49.2,High Risk,390.73,39.79,192.28,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2684-EIWEO,30,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,No,91.7,2758.15,Yes,0.4388,43.9,Medium Risk,2762.28,40.24,1212.09,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2753-JMMCV,65,Two year,DSL,Credit card (automatic),Yes,No,Yes,74.2,4805.65,No,0.022,2.2,Low Risk,4827.62,1.63,106.21,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6439-GTPCA,45,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,87.25,3941.7,Yes,0.4925,49.3,High Risk,3954.5,42.97,1947.59,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
6621-YOBKI,5,Month-to-month,No,Mailed check,No internet service,No internet service,No,20.35,92.75,No,0.1152,11.5,Low Risk,101.28,2.34,11.67,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1216-JWVUX,25,Month-to-month,Fiber optic,Electronic check,No,No,Yes,75.5,1901.05,No,0.2617,26.2,Medium Risk,1901.54,19.76,497.63,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7564-GHCVB,72,Two year,Fiber optic,Bank transfer (automatic),No,Yes,No,79.05,5730.7,No,0.0148,1.5,Low Risk,5685.64,1.17,84.15,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1173-NOEYG,27,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,90.15,2423.4,No,0.2932,29.3,Medium Risk,2433.11,26.43,713.39,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7595-EHCDL,32,Month-to-month,DSL,Credit card (automatic),No,No,No,50.6,1653.45,No,0.1816,18.2,Low Risk,1641.64,9.19,298.12,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6647-ZEDXT,30,One year,Fiber optic,Credit card (automatic),Yes,No,No,110.45,3327.05,No,0.1606,16.1,Low Risk,3312.56,17.74,532.0,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2521-NPUZR,70,Two year,Fiber optic,Credit card (automatic),Yes,Yes,No,101.0,7085.5,No,0.0206,2.1,Low Risk,7059.06,2.08,145.42,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1307-TVUFB,42,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,79.35,3344.1,No,0.2133,21.3,Low Risk,3337.62,16.93,711.91,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7503-MIOGA,72,Two year,DSL,Bank transfer (automatic),Yes,Yes,Yes,89.85,6697.35,No,0.0194,1.9,Low Risk,6485.16,1.74,125.81,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4381-MHQDC,47,Two year,DSL,Mailed check,Yes,Yes,Yes,65.0,2879.9,No,0.0148,1.5,Low Risk,2973.22,0.96,44.0,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6923-JHPMP,2,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,80.45,137.1,No,0.3949,39.5,Medium Risk,159.5,31.77,62.99,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
5138-WVKYJ,10,Month-to-month,Fiber optic,Electronic check,No,Yes,No,98.55,1008.55,Yes,0.7741,77.4,Critical Risk,990.41,76.29,766.68,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
4018-PPNDW,61,Two year,No,Mailed check,No internet service,No internet service,Yes,24.1,1551.6,No,0.0101,1.0,Low Risk,1539.07,0.24,15.54,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1635-FJFCC,5,Month-to-month,DSL,Credit card (automatic),No,No,Yes,44.05,202.15,No,0.2765,27.7,Medium Risk,213.09,12.18,58.92,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2499-AJYUA,72,Two year,Fiber optic,Credit card (automatic),Yes,No,Yes,110.8,7882.25,No,0.0599,6.0,Low Risk,7965.06,6.64,477.11,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6919-ELBGL,72,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,114.95,8196.4,No,0.0457,4.6,Low Risk,8198.64,5.25,374.68,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3966-HRMZA,3,Month-to-month,Fiber optic,Mailed check,No,No,No,75.05,202.9,No,0.595,59.5,High Risk,219.81,44.65,130.79,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
6425-JWTDV,48,Two year,No,Mailed check,No internet service,No internet service,No,19.25,855.1,No,0.0062,0.6,Low Risk,910.41,0.12,5.64,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8405-IGQFX,63,One year,Fiber optic,Credit card (automatic),Yes,No,Yes,90.05,5817.0,No,0.0694,6.9,Low Risk,5681.44,6.25,394.29,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8224-IVVPA,27,Month-to-month,DSL,Mailed check,No,Yes,Yes,56.7,1652.95,No,0.0892,8.9,Low Risk,1585.21,5.06,141.4,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9477-LGWQI,70,Two year,DSL,Credit card (automatic),No,Yes,Yes,80.15,5600.15,No,0.0128,1.3,Low Risk,5617.44,1.03,71.9,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1410-RSCMR,7,Month-to-month,DSL,Credit card (automatic),Yes,Yes,Yes,71.35,515.75,No,0.1759,17.6,Low Risk,501.48,12.55,88.21,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3115-CZMZD,0,Two year,No,Mailed check,No internet service,No internet service,No,20.25,0.0,No,0.0185,1.9,Low Risk,0.0,0.37,0.0,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0139-IVFJG,2,Month-to-month,Fiber optic,Electronic check,No,Yes,No,90.35,190.5,No,0.3798,38.0,Medium Risk,180.4,34.31,68.52,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6683-VLCTZ,20,Month-to-month,Fiber optic,Electronic check,No,No,Yes,98.55,1842.8,Yes,0.7943,79.4,Critical Risk,1831.32,78.28,1454.62,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
5730-DBDSI,66,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,19.7,1253.8,No,0.0048,0.5,Low Risk,1271.55,0.09,6.1,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0030-FNXPP,3,Month-to-month,No,Mailed check,No internet service,No internet service,No,19.85,57.2,No,0.1199,12.0,Low Risk,59.6,2.38,7.15,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2189-WWOEW,15,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,85.9,1269.55,Yes,0.572,57.2,High Risk,1288.54,49.13,737.04,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
5684-FJVYR,72,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,90.35,6563.4,No,0.0167,1.7,Low Risk,6503.43,1.51,108.61,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4013-GUXND,1,Month-to-month,No,Mailed check,No internet service,No internet service,No,20.8,20.8,No,0.1597,16.0,Low Risk,20.82,3.32,3.32,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1894-IGFSG,22,Month-to-month,Fiber optic,Electronic check,No,No,No,89.25,1907.85,Yes,0.4694,46.9,High Risk,1949.95,41.89,915.31,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
7379-POKDZ,3,Month-to-month,Fiber optic,Electronic check,No,No,Yes,70.3,208.85,Yes,0.8122,81.2,Critical Risk,208.83,57.1,169.61,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
1266-NZYUI,72,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,66.85,4758.8,No,0.0052,0.5,Low Risk,4726.55,0.35,24.58,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7969-FFOWG,65,Two year,No,Mailed check,No internet service,No internet service,No,19.9,1292.6,No,0.0044,0.4,Low Risk,1279.11,0.09,5.63,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4718-DHSMV,11,Month-to-month,DSL,Mailed check,No,No,Yes,35.8,363.15,No,0.3682,36.8,Medium Risk,383.65,13.18,141.26,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5175-WLYXL,22,Month-to-month,Fiber optic,Mailed check,No,No,Yes,78.85,1600.25,No,0.2757,27.6,Medium Risk,1680.38,21.74,463.28,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7817-OMJNA,14,One year,No,Bank transfer (automatic),No internet service,No internet service,No,20.4,275.7,No,0.032,3.2,Low Risk,283.22,0.65,9.06,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8728-SKJLR,41,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,74.25,3089.1,No,0.2274,22.7,Low Risk,3066.29,16.88,697.27,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3137-NYQQI,17,One year,DSL,Mailed check,No,Yes,No,64.8,1175.6,No,0.0524,5.2,Low Risk,1120.07,3.4,58.69,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7706-DZNKK,11,Month-to-month,No,Credit card (automatic),No internet service,No internet service,Yes,20.45,237.3,No,0.1216,12.2,Low Risk,229.25,2.49,27.88,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0236-HFWSV,15,Month-to-month,Fiber optic,Electronic check,No,No,Yes,93.35,1444.65,Yes,0.8096,81.0,Critical Risk,1420.8,75.58,1150.28,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
